Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,HouseAge
963,4175.0,3,1,2,1927,0,1,1,814742.0,98
964,3554.0,1,4,2,2003,0,2,1,373599.0,22
965,2643.0,1,3,1,2023,0,1,0,628528.0,2
966,1811.0,1,3,3,1970,1,3,0,386940.0,55
967,3691.0,2,2,3,1922,3,0,0,891024.0,103
968,3038.0,2,4,2,1984,3,2,1,835034.0,41
969,4483.0,4,4,3,1933,3,0,0,434325.0,92
970,664.0,4,3,2,1910,0,2,0,302051.0,115
971,4777.0,4,4,2,1985,3,0,0,151611.0,40
972,1322.0,2,4,2,2005,2,2,1,632334.0,20
973,1443.0,2,4,3,1934,0,2,0,824756.0,91
974,4925.0,4,2,2,2015,3,1,1,66488.0,10
975,1274.0,4,4,2,1992,1,0,1,239913.0,33
976,2698.0,5,1,1,1941,0,1,0,430665.0,84
977,3656.0,4,2,2,1927,2,1,0,967899.0,98
978,4742.0,5,4,2,2022,2,0,0,758029.0,3
979,4195.0,3,4,1,1981,1,2,1,716205.0,44
980,3952.0,2,1,1,1977,1,1,1,741419.0,48
981,1414.0,4,2,3,1981,0,0,1,68394.0,44
982,1808.0,2,3,2,1991,0,2,0,930425.0,34
983,4677.0,2,3,3,1923,2,1,1,226978.0,102
984,1013.0,2,2,3,1907,1,1,0,109332.0,118
985,2420.0,3,4,1,2005,0,1,0,218377.0,20
986,4094.0,1,4,3,2017,2,2,0,92628.0,8
987,1909.0,4,3,2,2008,1,1,1,857784.0,17
988,3690.0,1,3,1,1952,2,2,1,529898.0,73
989,4991.0,1,3,2,1971,3,3,1,919403.0,54
990,2055.0,1,1,2,1903,1,1,0,101993.0,122
991,1304.0,2,3,1,1990,0,3,1,220458.0,35
992,1779.0,5,1,2,1999,0,0,1,939459.0,26
993,4077.0,2,2,1,1904,3,1,0,500281.0,121
994,3401.0,2,4,2,1996,1,0,0,956644.0,29
995,1887.0,1,3,1,1948,2,0,1,528720.0,77
996,3261.0,2,4,3,1997,0,0,0,556357.0,28
997,3179.0,1,4,2,1929,3,3,1,58539.0,96
998,2606.0,5,3,1,1971,3,2,0,182335.0,54
999,4723.0,4,3,2,2002,1,3,0,456521.0,23
1000,3268.0,1,2,2,1962,1,3,1,890249.0,63
1001,4453.0,5,1,2,1946,0,0,0,991902.0,79
1002,3686.0,4,1,1,1925,3,1,0,290310.0,100
1003,3780.0,3,4,3,1956,2,2,0,256873.0,69
1004,3073.0,1,3,3,1936,3,0,1,361251.0,89
1005,3099.0,1,2,3,1997,2,2,0,999656.0,28
1006,4533.0,3,2,1,1906,2,3,0,536476.0,119
1007,736.0,3,2,3,1939,0,2,1,998128.0,86
1008,1804.0,1,2,1,1991,3,2,1,965672.0,34
1009,3930.0,3,2,2,1938,2,1,0,411799.0,87
1010,1801.0,2,1,2,1961,1,0,0,630420.0,64
1011,3041.0,4,1,3,2002,2,2,0,962133.0,23
1012,2551.0,4,1,1,1991,1,2,1,155494.0,34
1013,941.0,4,3,2,1977,1,3,0,889411.0,48
1014,2576.0,2,4,1,1952,3,3,1,894445.0,73
1015,3680.0,3,2,1,2013,1,2,1,275997.0,12
1016,3157.0,5,3,2,2001,2,0,0,638085.0,24
1017,4298.0,3,2,1,1903,1,2,0,101798.0,122
1018,1304.0,1,1,2,2005,3,2,1,722010.0,20
1019,574.0,4,3,2,1981,0,1,0,469230.0,44
1020,2675.0,3,1,2,2007,2,0,0,650709.0,18
1021,4424.0,5,2,1,2011,2,1,1,319578.0,14
1022,2589.0,1,2,2,1924,3,0,0,866460.0,101
1023,540.0,2,4,1,1906,3,0,1,640846.0,119
1024,2581.0,2,2,2,2001,3,0,0,860763.0,24
1025,2122.0,5,1,2,1927,3,1,1,117573.0,98
1026,841.0,1,2,3,1968,2,1,1,703761.0,57
1027,4552.0,4,4,3,1966,0,1,0,517508.0,59
1028,2574.0,3,4,3,2007,1,3,1,227398.0,18
1029,1145.0,1,1,1,1994,1,1,1,395123.0,31
1030,4763.0,2,3,1,2010,0,3,0,840555.0,15
1031,1109.0,5,2,2,2005,0,3,0,328747.0,20
1032,954.0,5,4,2,2021,0,3,0,378085.0,4
1033,3453.0,3,2,2,1919,3,2,1,92597.0,106
1034,2208.0,5,2,2,1982,2,2,1,768598.0,43
1035,3972.0,5,3,1,2011,2,2,1,920670.0,14
1036,3469.0,1,4,2,2023,2,3,0,485935.0,2
1037,3528.0,4,2,2,1910,3,3,1,797146.0,115
1038,3181.0,3,4,3,2003,2,0,1,353895.0,22
1039,4129.0,1,1,2,1966,3,3,0,962894.0,59
1040,4725.0,4,1,2,1986,2,2,1,136978.0,39
1041,3567.0,1,2,2,1906,0,3,0,329837.0,119
1042,1886.0,1,4,1,1922,1,3,0,532757.0,103
1043,4276.0,5,2,3,1960,1,0,0,218769.0,65
1044,3366.0,4,4,2,1970,3,3,1,406668.0,55
1045,3863.0,3,4,2,2009,2,1,1,410013.0,16
1046,4624.0,3,3,3,1933,1,0,1,735352.0,92
1047,648.0,4,3,2,2005,0,3,0,375969.0,20
1048,4350.0,5,3,1,1918,0,3,0,714882.0,107
1049,2558.0,2,2,2,1957,0,0,0,442619.0,68
1050,1636.0,1,3,1,1908,3,3,1,881838.0,117
1051,686.0,5,3,1,1947,3,2,1,288078.0,78
1052,3354.0,4,1,2,2014,2,1,1,290140.0,11
1053,1750.0,1,4,3,1981,0,1,1,717481.0,44
1054,1833.0,3,4,1,1940,2,2,1,697659.0,85
1055,4693.0,2,3,3,1947,2,3,0,457435.0,78
1056,4650.0,3,4,2,1944,0,3,1,838049.0,81
1057,3211.0,4,1,1,2005,2,1,0,93016.0,20
1058,2285.0,1,1,2,1924,1,3,0,493888.0,101
1059,1250.0,4,3,3,2015,3,1,1,336420.0,10
1060,2262.0,1,1,2,1977,2,1,0,805247.0,48
1061,4420.0,5,4,2,2007,0,2,1,384384.0,18
1062,4960.0,2,2,1,1924,3,1,1,942724.0,101
1063,981.0,5,4,2,1918,3,3,0,236807.0,107
1064,653.0,5,2,2,1938,2,3,1,592247.0,87
1065,2024.0,4,3,2,2018,1,0,1,602810.0,7
1066,2620.0,2,2,1,1978,2,3,0,499303.0,47
1067,2843.0,1,1,3,1979,1,0,0,453169.0,46
1068,1740.0,1,4,3,1926,3,1,0,76567.0,99
1069,560.0,3,2,2,2003,2,3,0,503739.0,22
1070,1438.0,1,4,1,1973,0,2,0,112708.0,52
1071,2139.0,4,3,2,1962,2,2,0,176206.0,63
1072,4620.0,5,3,3,1967,1,2,1,596848.0,58
1073,4726.0,5,1,1,2014,1,1,1,632678.0,11
1074,4069.0,5,3,3,1918,2,1,1,700060.0,107
1075,1752.0,2,2,3,1927,1,0,0,511365.0,98
1076,4703.0,1,3,1,1984,3,2,1,357248.0,41
1077,671.0,4,1,1,2022,2,0,0,632093.0,3
1078,1958.0,2,4,2,2010,1,0,1,286109.0,15
1079,4049.0,3,4,2,1977,2,3,0,545951.0,48
1080,4697.0,4,3,3,1932,2,3,1,336640.0,93
1081,2822.0,4,2,1,2011,0,2,0,788661.0,14
1082,2136.0,4,1,1,1909,2,1,0,141257.0,116
1083,3615.0,5,2,2,1982,0,3,0,53515.0,43
1084,4590.0,4,1,3,1929,1,1,0,578742.0,96
1085,3504.0,1,3,3,1921,0,0,1,287145.0,104
1086,829.0,4,1,2,1902,0,0,1,72873.0,123
1087,4140.0,5,1,1,2000,0,0,0,910352.0,25
1088,4394.0,4,3,2,2004,3,0,0,325871.0,21
1089,4607.0,3,2,2,1981,0,2,0,702664.0,44
1090,1841.0,3,3,2,1974,2,0,1,643358.0,51
1091,4163.0,5,1,2,1947,0,3,0,935491.0,78
1092,715.0,1,3,1,1901,2,0,0,698852.0,124
1093,838.0,1,1,2,1975,0,1,1,278497.0,50
1094,4562.0,2,3,1,1953,3,3,0,691501.0,72
1095,3208.0,5,4,2,1905,1,1,0,755339.0,120
1096,3652.0,4,4,3,2006,0,1,1,599753.0,19
1097,2250.0,5,3,1,2022,0,2,0,234972.0,3
1098,2921.0,2,2,3,1939,3,2,0,634087.0,86
1099,1209.0,5,1,2,2007,0,1,1,560237.0,18
1100,4226.0,5,4,2,1992,2,1,0,670417.0,33
1101,4142.0,2,2,2,2022,0,0,1,464546.0,3
1102,4493.0,1,1,1,1993,0,3,0,713662.0,32
1103,988.0,4,4,3,1901,1,0,0,419432.0,124
1104,546.0,2,4,1,1972,1,2,0,293761.0,53
1105,3859.0,3,3,1,2010,0,2,0,292821.0,15
1106,900.0,1,1,2,1901,3,0,0,62875.0,124
1107,4490.0,3,2,3,1992,1,3,1,601507.0,33
1108,3657.0,1,2,2,1996,0,1,0,872614.0,29
1109,4845.0,4,2,1,1973,1,0,0,785901.0,52
1110,890.0,4,1,2,1997,0,2,1,485485.0,28
1111,4353.0,5,2,3,2007,1,3,1,391925.0,18
1112,4930.0,3,2,2,1954,1,2,0,56457.0,71
1113,1128.0,1,2,3,1971,2,3,1,974253.0,54
1114,4732.0,4,3,3,2000,0,3,0,83064.0,25
1115,3430.0,2,3,2,2017,0,3,1,977325.0,8
1116,2021.0,4,1,1,1959,0,0,1,689544.0,66
1117,1326.0,2,1,2,1996,0,0,0,934729.0,29
1118,2000.0,1,2,1,2010,1,0,1,808947.0,15
1119,3794.0,4,3,1,1905,2,3,0,259727.0,120
1120,2919.0,4,4,2,2007,2,3,1,975168.0,18
1121,1434.0,1,4,1,2003,3,2,1,210353.0,22
1122,3542.0,4,2,1,2008,0,1,1,832351.0,17
1123,4997.0,2,2,2,1918,3,0,0,286887.0,107
1124,1966.0,4,3,2,1995,1,3,0,475037.0,30
1125,4061.0,3,3,2,1926,3,2,1,809129.0,99
1126,1114.0,5,3,1,1900,0,2,0,992151.0,125
1127,1682.0,2,1,3,2006,2,2,0,644206.0,19
1128,3723.0,3,1,1,2015,2,0,0,263057.0,10
1129,3167.0,1,2,3,1932,0,0,1,526015.0,93
1130,630.0,2,1,2,1939,1,1,0,926611.0,86
1131,3483.0,5,3,3,1931,0,2,1,387088.0,94
1132,4778.0,5,3,2,1968,1,0,1,139142.0,57
1133,4959.0,1,1,2,1916,2,2,1,77603.0,109
1134,538.0,1,4,3,1907,1,3,1,882890.0,118
1135,4459.0,2,2,2,1956,0,2,1,120605.0,69
1136,4087.0,4,4,3,1941,0,1,0,331767.0,84
1137,1420.0,1,2,2,1997,0,0,0,618728.0,28
1138,3269.0,4,4,1,1908,1,3,1,918859.0,117
1139,4611.0,3,1,1,2019,1,0,0,975208.0,6
1140,992.0,5,2,2,1986,1,3,0,405970.0,39
1141,1631.0,4,2,2,1934,2,2,0,339604.0,91
1142,4021.0,5,2,3,2013,3,2,0,264117.0,12
1143,810.0,4,3,1,1970,3,1,0,788165.0,55
1144,1238.0,3,3,3,1978,0,1,0,516727.0,47
1145,3741.0,1,4,2,1952,2,3,0,160373.0,73
1146,1045.0,3,1,2,1953,1,1,1,974069.0,72
1147,2961.0,1,3,3,1983,0,1,1,317014.0,42
1148,4846.0,1,2,2,2013,2,1,1,68909.0,12
1149,2304.0,5,3,1,1924,0,1,0,321261.0,101
1150,3712.0,3,1,3,1966,2,2,0,299975.0,59
1151,4310.0,4,3,1,2023,2,1,1,903906.0,2
1152,1313.0,3,2,1,1961,3,2,0,668214.0,64
1153,4624.0,5,4,1,1954,0,2,0,487538.0,71
1154,2532.0,1,2,3,1945,1,0,1,177463.0,80
1155,4913.0,5,1,2,1923,3,2,1,151536.0,102
1156,744.0,2,4,1,1997,3,2,1,856560.0,28
1157,771.0,2,3,1,1945,1,1,0,301981.0,80
1158,4011.0,4,3,1,1921,2,2,0,540533.0,104
1159,2271.0,5,3,2,1910,1,3,0,381145.0,115
1160,1762.0,4,4,2,1947,0,1,1,836872.0,78
1161,2924.0,4,2,3,1907,1,1,1,230685.0,118
1162,4861.0,2,4,2,1938,2,1,0,697779.0,87
1163,1420.0,4,4,3,2006,1,0,1,979167.0,19
1164,3930.0,2,1,3,1934,2,1,1,547275.0,91
1165,4935.0,1,4,3,1948,2,2,0,200619.0,77
1166,4984.0,5,3,3,1945,0,3,1,655950.0,80
1167,3124.0,4,2,3,1937,1,1,1,810416.0,88
1168,4260.0,2,2,1,1907,1,1,1,50005.0,118
1169,2550.0,3,2,2,1953,0,3,0,284152.0,72
1170,4000.0,4,3,1,1936,2,1,0,319182.0,89
1171,1665.0,1,3,3,1990,1,0,1,842846.0,35
1172,875.0,1,3,2,1991,0,2,0,530875.0,34
1173,2533.0,3,3,1,1939,2,3,0,905938.0,86
1174,645.0,2,3,1,1933,0,3,0,913018.0,92
1175,4888.0,4,4,3,1995,1,0,1,445822.0,30
1176,931.0,2,3,1,1978,0,2,0,852914.0,47
1177,1204.0,1,3,1,2007,3,0,1,804189.0,18
1178,3132.0,2,3,1,1916,2,2,1,252945.0,109
1179,4994.0,1,3,1,1932,3,0,0,608236.0,93
1180,1463.0,2,2,1,1946,3,1,1,402131.0,79
1181,2734.0,3,3,3,2009,2,0,0,272873.0,16
1182,2541.0,5,4,3,1951,2,3,0,272322.0,74
1183,2328.0,3,4,1,2017,0,3,1,70875.0,8
1184,2608.0,3,4,3,1979,2,3,1,325201.0,46
1185,4568.0,5,1,3,1992,3,0,0,82400.0,33
1186,1438.0,5,2,2,1908,3,3,0,514674.0,117
1187,1306.0,4,3,1,1932,1,3,0,118607.0,93
1188,1963.0,4,1,3,1959,2,1,0,923993.0,66
1189,3915.0,3,3,3,2012,3,1,1,339647.0,13
1190,510.0,3,1,1,1992,1,2,1,466981.0,33
1191,2368.0,1,1,2,1976,1,2,1,151096.0,49
1192,1384.0,1,4,1,1920,0,2,0,620900.0,105
1193,4064.0,4,4,2,1957,3,0,1,934750.0,68
1194,1889.0,4,1,1,1984,0,2,1,311538.0,41
1195,3901.0,1,4,1,1968,3,0,1,134335.0,57
1196,4821.0,1,1,1,1909,0,0,1,413133.0,116
1197,1324.0,2,2,1,1905,0,2,0,667300.0,120
1198,2765.0,2,4,2,2019,2,2,1,131748.0,6
1199,1436.0,1,4,2,2014,0,0,1,976932.0,11
1200,3300.0,2,4,3,2020,2,1,1,736779.0,5
1201,3053.0,5,2,1,1912,1,3,1,115195.0,113
1202,4345.0,4,1,2,1964,3,3,0,779055.0,61
1203,2296.0,4,3,2,1919,1,3,0,664134.0,106
1204,553.0,1,4,2,1956,3,1,1,676692.0,69
1205,1226.0,3,1,1,2010,1,0,0,351286.0,15
1206,3236.0,1,2,3,1945,3,2,0,835608.0,80
1207,3670.0,2,3,2,1907,0,0,0,121540.0,118
1208,2413.0,3,4,1,1909,3,0,0,743649.0,116
1209,2096.0,2,2,2,1972,3,2,1,389092.0,53
1210,2414.0,5,2,2,2012,1,1,0,895383.0,13
1211,2966.0,2,3,3,2004,1,3,0,61755.0,21
1212,3237.0,5,1,2,1966,1,3,1,827203.0,59
1213,1349.0,5,4,2,1910,2,0,1,430129.0,115
1214,2609.0,2,4,1,1911,2,1,1,658841.0,114
1215,502.0,2,1,1,1909,3,3,1,184962.0,116
1216,4755.0,5,1,3,1924,3,1,0,930808.0,101
1217,4569.0,3,1,1,1948,0,2,1,306760.0,77
1218,1392.0,5,3,1,1948,0,0,0,67175.0,77
1219,2530.0,4,3,3,1988,3,0,0,902119.0,37
1220,3660.0,5,4,2,1910,2,1,1,921415.0,115
1221,2876.0,3,3,3,1961,3,3,1,531503.0,64
1222,2433.0,4,2,1,2017,0,1,0,800071.0,8
1223,1880.0,1,4,3,1935,2,2,0,729648.0,90
1224,4181.0,1,3,2,1938,2,3,1,96629.0,87
1225,1790.0,3,1,3,1952,0,3,1,691067.0,73
1226,2140.0,5,2,1,1989,3,1,1,228872.0,36
1227,3182.0,2,1,1,1977,1,2,0,742727.0,48
1228,1487.0,3,4,3,2002,3,3,0,520970.0,23
1229,1718.0,4,1,2,1955,3,0,1,380657.0,70
1230,1855.0,4,3,3,2003,0,2,0,657050.0,22
1231,4765.0,1,3,2,1900,2,3,1,210094.0,125
1232,4635.0,4,4,2,1955,0,1,0,774689.0,70
1233,2060.0,3,1,3,2017,3,3,0,969163.0,8
1234,1918.0,4,4,2,1903,1,0,1,107941.0,122
1235,1454.0,3,1,1,1929,1,2,1,355617.0,96
1236,1483.0,2,2,3,1911,1,3,1,760958.0,114
1237,1474.0,1,3,2,2019,0,0,0,66040.0,6
1238,4633.0,4,4,1,1934,2,3,0,119806.0,91
1239,4472.0,3,2,3,1976,0,3,1,718646.0,49
1240,1413.0,5,2,1,1951,1,2,0,250211.0,74
1241,536.0,1,4,1,1930,3,1,1,686364.0,95
1242,3887.0,2,4,1,2001,2,1,0,105916.0,24
1243,2211.0,3,2,2,2006,0,0,1,722960.0,19
1244,3520.0,2,1,3,1986,0,0,0,445507.0,39
1245,1295.0,2,2,3,1967,2,0,0,456339.0,58
1246,4536.0,4,4,2,1951,2,2,0,840243.0,74
1247,3611.0,4,2,3,1979,3,1,0,605564.0,46
1248,1824.0,3,1,1,1906,2,0,1,235217.0,119
1249,817.0,5,3,3,1921,3,0,0,917481.0,104
1250,2896.0,3,3,2,1992,1,3,1,251750.0,33
1251,2662.0,5,2,1,1974,1,3,1,269854.0,51
1252,3245.0,2,1,2,1955,0,0,1,796403.0,70
1253,2091.0,1,3,1,1996,1,3,1,994218.0,29
1254,3611.0,3,2,1,1957,1,3,0,761045.0,68
1255,4430.0,3,2,3,1992,3,3,1,717554.0,33
1256,2496.0,5,1,1,1963,0,2,0,385206.0,62
1257,1812.0,2,4,2,2022,2,0,0,200434.0,3
1258,1785.0,2,2,3,2002,0,0,0,890931.0,23
1259,4811.0,5,4,2,1911,1,3,0,620569.0,114
1260,2883.0,2,4,1,1906,2,2,1,881284.0,119
1261,3739.0,4,3,2,2022,0,3,0,836408.0,3
1262,2639.0,1,4,2,1954,0,2,1,827981.0,71
1263,2204.0,3,1,1,2002,0,0,0,554869.0,23
1264,862.0,1,3,3,2005,0,3,0,753196.0,20
1265,3104.0,3,3,2,1961,3,0,1,578883.0,64
1266,2216.0,4,3,1,2011,0,2,0,670218.0,14
1267,4951.0,2,2,3,1989,1,1,0,196474.0,36
1268,4786.0,5,2,3,2003,1,2,0,311745.0,22
1269,4238.0,4,4,3,1972,3,1,0,770643.0,53
1270,2969.0,1,3,2,2004,2,0,0,404820.0,21
1271,1056.0,5,3,2,1997,2,0,1,748083.0,28
1272,1325.0,2,1,2,2008,1,3,0,232394.0,17
1273,3308.0,4,4,3,1976,1,1,0,752124.0,49
1274,3219.0,5,1,2,1954,3,2,1,468127.0,71
1275,4008.0,4,4,1,2018,2,0,0,796648.0,7
1276,4241.0,4,4,2,1935,2,1,1,855837.0,90
1277,2074.0,2,2,2,1988,0,2,0,108122.0,37
1278,4498.0,3,2,3,1923,0,1,0,804849.0,102
1279,2629.0,5,1,2,1943,0,2,1,282661.0,82
1280,2903.0,2,4,1,1916,3,2,0,703197.0,109
1281,3829.0,4,3,3,1901,1,2,0,315591.0,124
1282,1088.0,2,2,1,1912,3,2,1,234215.0,113
1283,2512.0,3,3,3,1930,2,1,1,60662.0,95
1284,2047.0,5,1,3,1992,1,1,0,506217.0,33
1285,794.0,3,2,2,2013,0,3,1,632570.0,12
1286,2485.0,1,2,1,1927,3,1,0,448115.0,98
1287,3617.0,5,4,3,1959,3,1,1,865014.0,66
1288,2190.0,3,1,2,1926,0,3,0,641759.0,99
1289,1636.0,4,4,3,1914,3,1,1,697801.0,111
1290,2564.0,5,2,3,1994,0,2,1,223285.0,31
1291,4955.0,5,1,3,2003,2,0,1,681866.0,22
1292,1507.0,2,2,3,1978,1,0,1,912303.0,47
1293,3014.0,4,1,3,1932,2,3,1,657493.0,93
1294,4026.0,1,2,3,1919,2,1,1,910513.0,106
1295,1747.0,3,3,2,1941,0,1,1,942215.0,84
1296,4402.0,2,3,3,1911,3,3,1,284631.0,114
1297,1935.0,3,4,1,2000,2,0,1,133805.0,25
1298,1071.0,1,3,2,1972,2,2,0,174698.0,53
1299,2882.0,1,2,1,1922,2,1,1,218902.0,103
1300,1745.0,5,2,3,1971,3,3,0,974570.0,54
1301,2584.0,1,3,1,1995,3,2,1,60712.0,30
1302,777.0,3,4,3,2011,0,3,0,393671.0,14
1303,2387.0,4,3,3,1913,2,3,0,965885.0,112
1304,1765.0,4,1,2,1990,1,3,1,701176.0,35
1305,1540.0,5,1,2,1924,3,0,1,806686.0,101
1306,1417.0,3,1,3,1976,0,0,0,568680.0,49
1307,1385.0,3,3,2,2018,2,3,0,246437.0,7
1308,3252.0,1,3,1,1984,1,1,1,661473.0,41
1309,521.0,3,3,2,2008,3,2,1,411995.0,17
1310,3691.0,2,1,2,1930,1,1,1,474022.0,95
1311,2853.0,1,4,1,2000,3,0,0,586498.0,25
1312,1186.0,2,2,2,2011,0,2,1,86972.0,14
1313,784.0,5,3,3,2021,1,3,1,811254.0,4
1314,4247.0,4,4,1,2006,2,1,1,346280.0,19
1315,1262.0,5,2,3,1953,2,1,1,487513.0,72
1316,2928.0,4,2,1,1904,3,3,1,952877.0,121
1317,3007.0,5,2,3,1912,2,1,0,852377.0,113
1318,528.0,3,4,3,1927,1,0,0,800561.0,98
1319,1406.0,2,4,2,1942,0,3,1,391324.0,83
1320,3604.0,4,1,3,1988,3,1,1,382597.0,37
1321,4499.0,1,4,2,2014,1,3,0,921836.0,11
1322,3494.0,2,4,1,1998,3,2,1,980728.0,27
1323,3006.0,1,4,3,1946,0,3,0,53052.0,79
1324,4109.0,2,2,3,2002,3,1,1,339416.0,23
1325,4053.0,2,3,1,1970,2,0,0,353294.0,55
1326,1953.0,5,1,1,1937,2,3,0,801564.0,88
1327,3856.0,4,3,3,1995,3,3,1,198388.0,30
1328,1015.0,4,3,1,1966,0,1,0,496605.0,59
1329,538.0,2,4,2,1961,0,0,1,712600.0,64
1330,3842.0,3,1,1,2008,2,0,0,933527.0,17
1331,1386.0,3,3,1,1938,0,2,1,380918.0,87
1332,3344.0,1,3,3,1936,3,2,1,879607.0,89
1333,2704.0,1,1,2,2018,1,1,1,443781.0,7
1334,1598.0,5,4,1,2013,3,0,0,66375.0,12
1335,2323.0,2,3,2,1985,2,0,1,599998.0,40
1336,3701.0,1,2,2,1907,2,2,1,755255.0,118
1337,3655.0,1,3,2,1980,2,2,1,828912.0,45
1338,3593.0,2,2,3,1951,0,1,0,720534.0,74
1339,4030.0,5,4,1,1990,3,0,1,419170.0,35
1340,4278.0,1,3,3,1932,1,3,0,530545.0,93
1341,3396.0,5,1,1,2009,3,2,0,77597.0,16
1342,3953.0,4,1,1,1980,1,1,0,386433.0,45
1343,4011.0,5,3,3,1941,3,0,1,481613.0,84
1344,1488.0,3,4,2,1975,2,0,1,135687.0,50
1345,4616.0,3,4,2,2011,1,2,0,168968.0,14
1346,4526.0,5,1,1,2009,3,1,1,614562.0,16
1347,4679.0,3,3,3,1926,0,3,1,517453.0,99
1348,2182.0,4,4,2,2011,0,2,0,253570.0,14
1349,4463.0,2,1,2,1907,3,1,0,481413.0,118
1350,1433.0,3,2,1,1922,2,0,1,622922.0,103
1351,4098.0,3,3,1,2023,1,3,0,866473.0,2
1352,3733.0,5,2,3,2005,3,1,1,974752.0,20
1353,2480.0,4,2,1,2012,0,3,0,397509.0,13
1354,2355.0,2,4,2,1963,1,1,1,969707.0,62
1355,3556.0,5,4,2,2022,0,1,1,888418.0,3
1356,1292.0,5,4,2,1992,0,1,0,861802.0,33
1357,1291.0,4,3,2,2013,3,1,1,347391.0,12
1358,2309.0,2,2,3,1919,0,3,1,960835.0,106
1359,2755.0,4,3,3,1915,1,2,0,431688.0,110
1360,4110.0,2,4,1,1916,2,3,1,256994.0,109
1361,2107.0,4,2,1,1979,3,1,1,830768.0,46
1362,1484.0,5,3,1,1918,1,3,1,443650.0,107
1363,4176.0,5,3,3,2019,3,3,0,637270.0,6
1364,3880.0,1,1,2,2019,0,3,0,901612.0,6
1365,1019.0,3,3,1,1907,0,1,0,682822.0,118
1366,1090.0,4,4,2,1937,1,3,0,739834.0,88
1367,1550.0,1,3,1,1937,1,0,0,336788.0,88
1368,4133.0,3,2,1,1952,2,1,1,612781.0,73
1369,4944.0,4,3,1,1992,1,3,1,395968.0,33
1370,1459.0,2,1,1,2004,1,0,1,564922.0,21
1371,1192.0,3,2,1,1999,3,3,0,971463.0,26
1372,4399.0,5,2,2,1989,0,2,1,883721.0,36
1373,4973.0,1,1,1,1930,1,3,0,978647.0,95
1374,3446.0,3,4,2,1943,2,3,1,482809.0,82
1375,1026.0,3,2,3,1959,1,2,0,482331.0,66
1376,3724.0,5,4,1,1975,0,1,1,816505.0,50
1377,2753.0,4,2,2,2018,1,2,1,727900.0,7
1378,3844.0,2,2,3,1916,3,1,0,347625.0,109
1379,4465.0,5,4,3,1978,0,2,1,276577.0,47
1380,2375.0,2,2,3,1972,1,3,1,651385.0,53
1381,2263.0,4,4,2,1938,3,3,0,859010.0,87
1382,1020.0,3,1,1,1941,0,1,1,980291.0,84
1383,1516.0,2,4,1,1947,1,1,1,384192.0,78
1384,616.0,1,1,2,1911,3,0,0,564771.0,114
1385,2933.0,1,2,1,1995,2,0,0,233951.0,30
1386,1083.0,5,4,2,1988,3,3,0,191668.0,37
1387,894.0,4,2,1,2002,2,3,0,503885.0,23
1388,4288.0,5,4,3,1917,1,0,0,463146.0,108
1389,3268.0,5,1,1,1978,3,0,1,229022.0,47
1390,4667.0,5,1,2,1995,2,1,0,932169.0,30
1391,4360.0,1,4,2,1905,0,2,0,330831.0,120
1392,773.0,1,1,3,2021,3,1,1,496049.0,4
1393,2513.0,5,2,2,2007,1,0,1,172540.0,18
1394,4933.0,1,2,1,1942,0,3,1,741349.0,83
1395,1889.0,4,3,1,2015,2,0,1,866615.0,10
1396,4066.0,5,1,3,1934,3,3,1,332902.0,91
1397,665.0,1,2,2,1997,3,3,0,706442.0,28
1398,2067.0,2,4,3,2001,1,3,1,812301.0,24
1399,1228.0,5,1,1,2019,0,3,0,670656.0,6
1400,2543.0,5,2,3,1953,3,2,1,620179.0,72
1401,4697.0,4,1,2,2020,3,0,0,96901.0,5
1402,3996.0,3,4,3,1961,0,1,1,526728.0,64
1403,1278.0,3,2,2,1968,3,3,0,416056.0,57
1404,713.0,4,3,2,1981,0,3,0,645350.0,44
1405,4262.0,4,3,1,1915,0,1,0,539838.0,110
1406,2076.0,4,1,1,1907,0,1,0,726923.0,118
1407,2948.0,3,4,1,1988,1,3,0,908440.0,37
1408,3436.0,4,2,2,1995,0,1,0,445991.0,30
1409,3617.0,1,4,3,1989,0,1,0,983332.0,36
1410,1091.0,5,2,2,2015,2,2,0,553528.0,10
1411,3220.0,5,1,1,1985,2,1,0,569149.0,40
1412,1213.0,2,2,1,1930,1,0,0,854406.0,95
1413,1435.0,2,4,3,2006,0,0,1,727748.0,19
1414,4837.0,5,4,1,1909,2,0,0,654879.0,116
1415,501.0,1,1,1,1955,2,3,0,302990.0,70
1416,3348.0,3,4,1,2020,3,0,1,330759.0,5
1417,4544.0,3,2,3,1975,0,2,0,72838.0,50
1418,2449.0,1,1,2,2016,2,0,0,352872.0,9
1419,1417.0,3,2,1,1991,1,3,1,690537.0,34
1420,3674.0,4,4,3,1969,3,2,1,652288.0,56
1421,2741.0,5,1,1,2022,3,0,0,364942.0,3
1422,589.0,5,2,3,1919,0,2,1,515992.0,106
1423,2209.0,1,4,1,1904,0,2,0,987126.0,121
1424,2669.0,3,4,3,1922,3,3,0,194608.0,103
1425,4738.0,2,3,1,1908,1,3,0,186772.0,117
1426,3541.0,2,4,2,1957,0,2,1,744199.0,68
1427,605.0,3,2,1,1958,0,0,0,846680.0,67
1428,1386.0,2,1,3,1992,3,3,0,95291.0,33
1429,927.0,1,3,1,1979,3,2,1,919061.0,46
